Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-03-07 00:00:00-05:00,52.48697524455344,52.98884733618307,51.176111721248,52.696712493896484,6939600,0.0,0.0
2016-03-08 00:00:00-05:00,52.33328886284169,52.37871521469622,50.12244538984648,50.27387619018555,7144900,0.75,0.0
2016-03-09 00:00:00-05:00,50.902301785062015,52.43171534442597,50.198164438185394,51.81086349487305,5721100,0.0,0.0
2016-03-10 00:00:00-05:00,51.689721849818945,52.038009827818414,51.129442288832735,51.81843948364258,4637700,0.0,0.0
2016-03-11 00:00:00-05:00,52.74969552652354,53.158549906123746,52.325700959453435,52.961692810058594,3925300,0.0,0.0
2016-03-14 00:00:00-04:00,52.34084378161837,52.74969818179918,51.977421499119664,52.280277252197266,2938200,0.0,0.0
2016-03-15 00:00:00-04:00,51.530707851560756,51.75785110999827,51.09157307587085,51.735137939453125,4180000,0.0,0.0
2016-03-16 00:00:00-04:00,52.04556787480607,52.80270446910668,51.538287742983165,52.560420989990234,3601500,0.0,0.0
2016-03-17 00:00:00-04:00,53.24941494497735,53.885406874226085,52.58313108405759,53.499271392822266,4337100,0.0,0.0
2016-03-18 00:00:00-04:00,53.9384202536256,54.18827676656278,53.07528482392894,53.98385238647461,5978200,0.0,0.0
2016-03-21 00:00:00-04:00,53.673406894443715,54.029261979461076,53.05255518542188,53.5068359375,2327000,0.0,0.0
2016-03-22 00:00:00-04:00,53.02226917353264,53.43112358444417,52.52256207785844,52.70427322387695,3321000,0.0,0.0
2016-03-23 00:00:00-04:00,52.15915305047971,52.54529443116484,51.50801494834215,51.704872131347656,4478900,0.0,0.0
2016-03-24 00:00:00-04:00,50.93257965752131,52.045571451877706,50.917439466251984,51.87143325805664,5142200,0.0,0.0
2016-03-28 00:00:00-04:00,51.984983751378,52.03041008319073,51.303559891727815,51.50798416137695,2499600,0.0,0.0
2016-03-29 00:00:00-04:00,50.69029271886263,51.51557461109515,50.652439355013236,51.432289123535156,3324700,0.0,0.0
2016-03-30 00:00:00-04:00,52.17428766265645,52.4771376918164,51.651861542315665,51.939571380615234,3037600,0.0,0.0
2016-03-31 00:00:00-04:00,51.66700567649676,52.560427194291876,51.59886614768344,51.81086349487305,3304700,0.0,0.0
2016-04-01 00:00:00-04:00,50.90229350910246,51.803282088170896,50.71300936895876,51.63671112060547,2629500,0.0,0.0
2016-04-04 00:00:00-04:00,52.00014573442749,52.333287711348895,51.31114860515718,51.629150390625,3233700,0.0,0.0
2016-04-05 00:00:00-04:00,51.09157469715,51.545855451947624,50.682720284884184,51.046142578125,4191400,0.0,0.0
2016-04-06 00:00:00-04:00,51.43985807596003,53.18126864190401,51.03100365356622,53.090415954589844,4120800,0.0,0.0
2016-04-07 00:00:00-04:00,52.65884225055599,53.302407075832086,52.242414893704755,52.53012466430664,2558800,0.0,0.0
2016-04-08 00:00:00-04:00,53.537135291487516,53.86270430310743,53.16613992640725,53.45384979248047,3212700,0.0,0.0
2016-04-11 00:00:00-04:00,53.61283840133596,54.19583679211583,53.582552245510314,53.59769821166992,3170900,0.0,0.0
2016-04-12 00:00:00-04:00,53.96869338460104,55.21039688806092,53.24941595903968,54.85454177856445,4211000,0.0,0.0
2016-04-13 00:00:00-04:00,55.00597396860954,55.180112148047826,54.24883738480623,54.6955451965332,3753200,0.0,0.0
2016-04-14 00:00:00-04:00,55.013549586064165,56.383965019889395,54.740979940724095,56.27039337158203,6062700,0.0,0.0
2016-04-15 00:00:00-04:00,55.87667582063149,56.02810080951946,54.58954030911156,54.62739944458008,4782300,0.0,0.0
2016-04-18 00:00:00-04:00,54.62741479690559,55.77069284674026,53.529563101205184,55.49812316894531,3763100,0.0,0.0
2016-04-19 00:00:00-04:00,55.808536770449656,56.77767067124723,55.2633975071276,56.67924499511719,4027200,0.0,0.0
2016-04-20 00:00:00-04:00,56.50509964081101,57.63323727922872,56.028105685458975,56.83824157714844,4187200,0.0,0.0
2016-04-21 00:00:00-04:00,56.9442473759306,57.33796167307211,56.315822563200996,56.49753952026367,3228800,0.0,0.0
2016-04-22 00:00:00-04:00,56.724661544771706,57.542370298530116,56.65652203687152,57.42879867553711,2851900,0.0,0.0
2016-04-25 00:00:00-04:00,56.98209126087532,57.48937129972457,56.505091596933816,56.86094665527344,3065200,0.0,0.0
2016-04-26 00:00:00-04:00,57.35309525659773,57.996660186686576,56.96695398794699,57.90580749511719,3223500,0.0,0.0
2016-04-27 00:00:00-04:00,58.11780998910452,59.124797328181366,58.03452449674938,58.69322967529297,3678600,0.0,0.0
2016-04-28 00:00:00-04:00,58.83708886257737,58.83708886257737,57.41367402839992,57.716529846191406,3683300,0.0,0.0
2016-04-29 00:00:00-04:00,57.920955169320294,58.473667479260214,57.375815843487594,58.03452682495117,4495300,0.0,0.0
2016-05-02 00:00:00-04:00,57.70895084250761,57.92094815989963,57.08052609702865,57.792236328125,3354900,0.0,0.0
2016-05-03 00:00:00-04:00,57.11079824230863,57.451507307889145,56.56565911618601,57.216796875,4191900,0.0,0.0
2016-05-04 00:00:00-04:00,56.9215332545478,57.37581408666706,55.91454012941241,55.997825622558594,6165400,0.0,0.0
2016-05-05 00:00:00-04:00,57.2849352023725,58.21620961607646,56.845794762231804,57.64835739135742,6338800,0.0,0.0
2016-05-06 00:00:00-04:00,57.01996937227283,58.02696268166448,56.86097134076287,57.58782196044922,5258000,0.0,0.0
2016-05-09 00:00:00-04:00,56.97452151910394,57.41366207464606,56.217385020511195,57.194091796875,3936400,0.0,0.0
2016-05-10 00:00:00-04:00,57.28495368339152,57.98151791741138,57.17894925287306,57.852806091308594,4696300,0.0,0.0
2016-05-11 00:00:00-04:00,57.46667277259056,58.314662121897335,57.300101785692675,57.777095794677734,4523400,0.0,0.0
2016-05-12 00:00:00-04:00,58.28437578063929,58.45094097401437,57.66352402344279,57.90580749511719,3639500,0.0,0.0
2016-05-13 00:00:00-04:00,57.814949938391,57.83009012839335,56.913955556168084,57.042667388916016,3689900,0.0,0.0
2016-05-16 00:00:00-04:00,57.65594712347311,58.18594037660166,57.42123087437914,57.94365692138672,4468400,0.0,0.0
2016-05-17 00:00:00-04:00,57.79223748065199,58.36008992491663,57.360669854070615,57.7998046875,5319300,0.0,0.0
2016-05-18 00:00:00-04:00,57.07296326357153,57.45910460405964,56.26282721289708,56.641395568847656,6095500,0.0,0.0
2016-05-19 00:00:00-04:00,56.40666558233569,56.785233807720495,55.89181256475265,56.66408920288086,3963800,0.0,0.0
2016-05-20 00:00:00-04:00,57.01994426485162,57.110802718490696,56.48237807792898,56.754947662353516,3411300,0.0,0.0
2016-05-23 00:00:00-04:00,56.391545752999875,57.06539697533376,56.262828119765985,56.68682861328125,3334500,0.0,0.0
2016-05-24 00:00:00-04:00,57.19409156295316,57.83765642882622,56.77009697395313,57.63323211669922,3619900,0.0,0.0
2016-05-25 00:00:00-04:00,58.20108051957103,58.56450277779117,57.45151128106829,57.67108154296875,3399500,0.0,0.0
2016-05-26 00:00:00-04:00,58.07238308559235,58.43581124641781,57.580248847498325,57.625675201416016,2286800,0.0,0.0
2016-05-27 00:00:00-04:00,57.51966383074464,57.70894796562192,57.22438104245556,57.655948638916016,2203100,0.0,0.0
2016-05-31 00:00:00-04:00,57.70896633832603,57.92853669786711,56.845830870610186,57.11840057373047,4584800,0.0,0.0
2016-06-01 00:00:00-04:00,56.70954601905004,57.20168608171141,56.27797828519211,57.11840057373047,3041900,0.0,0.0
2016-06-02 00:00:00-04:00,56.648942591085955,56.97451145905452,56.300660556408985,56.9442253112793,2244600,0.0,0.0
2016-06-03 00:00:00-04:00,57.14866837744739,57.330379528982476,56.30824635891924,56.65652847290039,2562000,0.0,0.0
2016-06-06 00:00:00-04:00,57.20924229618192,57.67866908945311,56.951818612980816,57.09567642211914,3296100,0.0,0.0
2016-06-07 00:00:00-04:00,57.54238839641289,58.42823693668319,57.21681938889972,58.20109939575195,4531800,0.0,0.0
2016-06-08 00:00:00-04:00,58.568100471332095,58.85100332339686,57.581770122327704,57.68117141723633,4143400,0.75,0.0
2016-06-09 00:00:00-04:00,57.0083049253984,57.84936562044117,56.97772036981434,57.80348587036133,3846600,0.0,0.0
2016-06-10 00:00:00-04:00,57.3447233608733,57.696436964144496,57.191806431940414,57.68878936767578,4066300,0.0,0.0
2016-06-13 00:00:00-04:00,57.22240129568648,57.87231301053418,57.0618367249833,57.535888671875,5074600,0.0,0.0
2016-06-14 00:00:00-04:00,57.41354249781686,57.54352832287855,57.19181466895204,57.436485290527344,3880300,0.0,0.0
2016-06-15 00:00:00-04:00,57.41355449416956,57.60470363950917,57.03125620349034,57.23005294799805,3104700,0.0,0.0
2016-06-16 00:00:00-04:00,56.85541013699479,57.06184867587527,56.44252722582406,56.92422103881836,3378000,0.0,0.0
2016-06-17 00:00:00-04:00,57.23006767295566,57.38299052861888,56.93187539617548,57.30652618408203,4062600,0.0,0.0
2016-06-20 00:00:00-04:00,58.094043171320614,58.61396901154221,57.879951256657904,58.185791015625,3698000,0.0,0.0
2016-06-21 00:00:00-04:00,58.34635375631927,59.08801325281905,57.964055527889116,58.99626541137695,3164000,0.0,0.0
2016-06-22 00:00:00-04:00,59.08802129105161,59.393861082083255,58.69043364609664,58.95039367675781,3564000,0.0,0.0
2016-06-23 00:00:00-04:00,59.500902460168334,59.87555313110352,59.09566722764945,59.875553131103516,4104000,0.0,0.0
2016-06-24 00:00:00-04:00,57.86467686082153,58.453413736552065,57.22241261752396,57.55118942260742,5601400,0.0,0.0
2016-06-27 00:00:00-04:00,56.85540096239552,57.145945556671386,55.43325088676579,55.90730285644531,5173100,0.0,0.0
2016-06-28 00:00:00-04:00,56.817169047730815,56.817169047730815,55.9455294277067,56.55720901489258,4449100,0.0,0.0
2016-06-29 00:00:00-04:00,56.564858297067474,57.604704292771,56.48839397133731,57.41355514526367,4330800,0.0,0.0
2016-06-30 00:00:00-04:00,57.51297004318229,57.84939448908565,57.22241953684379,57.77293014526367,3779300,0.0,0.0
2016-07-01 00:00:00-04:00,57.67352359005227,58.30049258848717,57.45178986905088,57.857025146484375,3944600,0.0,0.0
2016-07-05 00:00:00-04:00,57.268287842241705,57.89525683552695,56.98538499361681,57.51295852661133,3599000,0.0,0.0
2016-07-06 00:00:00-04:00,57.51293548274364,57.772895428610944,57.10005277453652,57.68878936767578,3358300,0.0,0.0
2016-07-07 00:00:00-04:00,57.857001489546114,58.101672075882895,57.3447233608733,57.68878936767578,4564200,0.0,0.0
2016-07-08 00:00:00-04:00,58.4916469250773,58.4916469250773,57.62000716306266,58.208744049072266,3804200,0.0,0.0
